172.23.73.154;2023-08-30 11:26:20.021430;Erro;Erro;
172.23.73.154;2023-08-31 11:40:39.452536;Erro;Erro;
172.23.73.154;2023-08-31 11:46:17.209006;Erro;Erro;
172.23.73.154;2023-08-31 15:02:18.716853;Erro;Erro;
172.23.73.154;2023-08-31 15:03:36.535520;Erro;Erro;
172.23.73.154;2023-09-05 10:38:39.277260;-20.456222514;-43.917564710
172.23.73.154;2023-09-05 10:39:55.687613;-20.456134139;-43.917484615
172.23.73.154;2023-10-09 10:24:35.863238;-20.472237357;-43.923789952
172.23.73.154;2023-10-09 10:25:17.376604;-20.469864944;-43.923561197
172.23.73.154;2023-10-09 10:25:59.165687;-20.467075360;-43.923450348
172.23.73.154;2023-10-09 10:26:41.917364;-20.465571256;-43.926070965
172.23.73.154;2023-10-09 10:27:24.056735;-20.463284987;-43.925575281
172.23.73.154;2023-10-09 10:28:12.401447;-20.461799371;-43.924984804
172.23.73.154;2023-10-09 10:28:53.785364;-20.458766048;-43.924448909
172.23.73.154;2023-10-09 10:29:42.201762;-20.456818183;-43.922896300
172.23.73.154;2023-10-09 10:30:24.490604;-20.454241253;-43.922741657
172.23.73.154;2023-10-09 10:31:11.354225;-20.453252606;-43.924590301
172.23.73.154;2023-10-09 10:31:57.379012;-20.454359543;-43.926618924
172.23.73.154;2023-10-09 10:32:41.874579;-20.454701384;-43.928403807
172.23.73.154;2023-10-09 10:33:25.434410;-20.452686449;-43.931192236
172.23.73.154;2023-10-09 10:34:12.579341;-20.451017065;-43.930851908
172.23.73.154;2023-10-09 10:34:54.368693;-20.451017329;-43.930851626
172.23.73.154;2023-10-09 10:35:42.365387;-20.451017997;-43.930851726
172.23.73.154;2023-10-09 10:36:24.407385;-20.451018250;-43.930851763
172.23.73.154;2023-10-09 10:37:12.527181;-20.451018419;-43.930851670
172.23.73.154;2023-10-09 10:37:55.411510;-20.451018450;-43.930851562
172.23.73.154;2023-10-09 10:38:41.312487;-20.451018324;-43.930851409
172.23.73.154;2023-10-09 10:39:24.209362;-20.451018066;-43.930851353
172.23.73.154;2023-10-09 10:40:11.884210;-20.451017801;-43.930851466
172.23.73.154;2023-10-09 10:40:53.804426;-20.451017591;-43.930851610
172.23.73.154;2023-10-09 10:41:43.778185;-20.450634816;-43.930914521
172.23.73.154;2023-10-09 10:42:24.702609;-20.450635014;-43.930914489
172.23.73.154;2023-10-09 10:43:11.411039;-20.450634556;-43.930914288
172.23.73.154;2023-10-09 10:43:53.300519;-20.450634551;-43.930914904
172.23.73.154;2023-10-09 10:44:39.421586;-20.450634548;-43.930915649
172.23.73.154;2023-10-09 10:45:22.781414;-20.450634518;-43.930916022
172.23.73.154;2023-10-09 10:46:09.545385;-20.450634689;-43.930916448
172.23.73.154;2023-10-09 10:46:52.201413;-20.450634437;-43.930916410
172.23.73.154;2023-10-09 10:47:39.261419;-20.450634680;-43.930916177
172.23.73.154;2023-10-09 10:48:22.093366;-20.450635050;-43.930915897
172.23.73.154;2023-10-09 10:49:09.159882;-20.450635395;-43.930915650
172.23.73.154;2023-10-09 10:49:52.630246;-20.450635355;-43.930915656
172.23.73.154;2023-10-09 10:50:38.829468;-20.450635130;-43.930915792
172.23.73.154;2023-10-09 10:51:21.989356;-20.450634951;-43.930915691
172.23.73.154;2023-10-09 10:52:08.261369;-20.450634791;-43.930915550
172.23.73.154;2023-10-09 10:52:51.697195;-20.450435511;-43.930855485
172.23.73.154;2023-10-09 10:53:38.144293;-20.450123288;-43.930834127
172.23.73.154;2023-10-09 10:54:21.504503;-20.450013338;-43.930853558
172.23.73.154;2023-10-09 10:55:08.009455;-20.450013472;-43.930851270
172.23.73.154;2023-10-09 10:55:51.556697;-20.450011210;-43.930851862
172.23.73.154;2023-10-09 10:56:37.463106;-20.450010263;-43.930852523
172.23.73.154;2023-10-09 10:57:21.501578;-20.450010097;-43.930852747
172.23.73.154;2023-10-09 10:58:07.251625;-20.450010329;-43.930852952
172.23.73.154;2023-10-09 10:58:50.585492;-20.450010536;-43.930853560
172.23.73.154;2023-10-09 10:59:37.025385;-20.450010809;-43.930854054
172.23.73.154;2023-10-09 11:00:20.500065;-20.450011246;-43.930854162
172.23.73.154;2023-10-09 11:01:06.727563;-20.450011494;-43.930854396
172.23.73.154;2023-10-09 11:01:51.427294;-20.450011679;-43.930854537
172.23.73.154;2023-10-09 11:02:37.393164;-20.450581947;-43.930768700
172.23.73.154;2023-10-09 11:03:20.605066;-20.453121105;-43.931365352
172.23.73.154;2023-10-09 11:04:07.073400;-20.454503389;-43.929685337
172.23.73.154;2023-10-09 11:04:50.460660;-20.454997524;-43.927553874
172.23.73.154;2023-10-09 11:05:37.722737;-20.457204437;-43.926951570
172.23.73.154;2023-10-09 11:06:20.558929;-20.459141136;-43.928270138
172.23.73.154;2023-10-09 11:07:07.329616;-20.461397485;-43.930567935
172.23.73.154;2023-10-09 11:07:50.146175;-20.464132207;-43.931070470
172.23.73.154;2023-10-09 11:08:35.169415;-20.466468430;-43.932419845
172.23.73.154;2023-10-09 11:09:19.573231;-20.468916560;-43.932486981
172.23.73.154;2023-10-09 11:10:05.972387;-20.471495768;-43.933201529
172.23.73.154;2023-10-09 11:10:48.813349;-20.472938223;-43.935924785
172.23.73.154;2023-10-09 11:11:35.658516;-20.475301636;-43.938177588
172.23.73.154;2023-10-09 11:12:19.481346;-20.475148134;-43.939581817
172.23.73.154;2023-10-09 11:13:05.297512;-20.472704551;-43.939386525
172.23.73.154;2023-10-09 11:13:48.848570;-20.470900532;-43.940700283
172.23.73.154;2023-10-09 11:14:32.072361;-20.470511993;-43.941799237
172.23.73.154;2023-10-09 11:15:16.768657;-20.470337331;-43.941771692
172.23.73.154;2023-10-09 11:16:01.730843;-20.470584651;-43.941499535
172.23.73.154;2023-10-09 11:16:46.945022;-20.471911075;-43.939416272
172.23.73.154;2023-10-09 11:17:31.673352;-20.476384695;-43.939872214
172.23.73.154;2023-10-09 11:18:16.926935;-20.478656218;-43.936642300
172.23.73.154;2023-10-09 11:19:01.793368;-20.478809069;-43.931596237
172.23.73.154;2023-10-09 11:19:47.828882;-20.476282444;-43.928429000
172.23.73.154;2023-10-09 11:20:31.836094;-20.472280024;-43.925817602
172.23.73.154;2023-10-09 11:21:15.905014;-20.473483085;-43.923578381
