172.23.73.24;2023-08-30 11:15:44.273775;-20.461924785;-43.921226932
172.23.73.24;2023-08-31 11:38:19.856687;-20.461264471;-43.933071359
172.23.73.24;2023-08-31 11:42:52.992401;-20.461922349;-43.933086519
172.23.73.24;2023-08-31 11:43:05.916444;-20.461922389;-43.933086576
172.23.73.24;2023-08-31 15:02:50.985380;Erro;Erro;
172.23.73.24;2023-08-31 15:15:45.869359;Erro;Erro;
172.23.73.24;2023-08-31 15:13:20.426217;Erro;Erro;
172.23.73.24;2023-09-05 10:38:33.885764;-20.456869767;-43.930012085
172.23.73.24;2023-09-05 10:39:13.470728;-20.456880712;-43.930034954
172.23.73.24;2023-10-09 10:24:27.961381;-20.463430336;-43.906990159
172.23.73.24;2023-10-09 10:25:09.260716;-20.463430301;-43.906990381
172.23.73.24;2023-10-09 10:25:51.443088;-20.463430383;-43.906990396
172.23.73.24;2023-10-09 10:26:34.173351;-20.463430895;-43.906990023
172.23.73.24;2023-10-09 10:27:16.279461;-20.463698286;-43.907576313
172.23.73.24;2023-10-09 10:28:00.261927;-20.465348636;-43.908348820
172.23.73.24;2023-10-09 10:28:46.254256;-20.464363331;-43.909410033
172.23.73.24;2023-10-09 10:29:33.064761;-20.463031932;-43.911522244
172.23.73.24;2023-10-09 10:30:16.630541;-20.461874031;-43.914395382
172.23.73.24;2023-10-09 10:31:02.589381;-20.461122045;-43.917501594
172.23.73.24;2023-10-09 10:31:46.458306;-20.462727660;-43.919304046
172.23.73.24;2023-10-09 10:32:33.955875;-20.465165866;-43.920772460
172.23.73.24;2023-10-09 10:33:15.773308;-20.467566910;-43.922222620
172.23.73.24;2023-10-09 10:34:03.181356;-20.470699481;-43.922950289
172.23.73.24;2023-10-09 10:34:46.465354;-20.471790336;-43.924084822
172.23.73.24;2023-10-09 10:35:33.003246;-20.472113395;-43.925677417
172.23.73.24;2023-10-09 10:36:16.090981;-20.473301727;-43.926775114
172.23.73.24;2023-10-09 10:37:02.785661;-20.475062899;-43.927587180
172.23.73.24;2023-10-09 10:37:46.443506;-20.476519782;-43.928648493
172.23.73.24;2023-10-09 10:38:32.730510;-20.478287158;-43.929352369
172.23.73.24;2023-10-09 10:39:16.317365;-20.478900994;-43.931183780
172.23.73.24;2023-10-09 10:40:02.250902;-20.478085844;-43.933649086
172.23.73.24;2023-10-09 10:40:46.594082;-20.478674574;-43.936657134
172.23.73.24;2023-10-09 10:41:33.908422;-20.479505400;-43.934655319
172.23.73.24;2023-10-09 10:44:26.704549;Erro;Erro;
172.23.73.24;2023-10-09 10:45:11.764540;Erro;Erro;
172.23.73.24;2023-10-09 10:45:54.780525;Erro;Erro;
172.23.73.24;2023-10-09 10:46:37.770014;Erro;Erro;
172.23.73.24;2023-10-09 10:47:24.892568;Erro;Erro;
172.23.73.24;2023-10-09 10:47:49.476905;-20.479303123;-43.934500298
172.23.73.24;2023-10-09 10:47:59.207658;-20.479304190;-43.934500436
172.23.73.24;2023-10-09 10:48:07.888811;Erro;Erro;
172.23.73.24;2023-10-09 10:48:13.669452;-20.479304970;-43.934500406
172.23.73.24;2023-10-09 10:51:08.108546;Erro;Erro;
172.23.73.24;2023-10-09 10:51:55.208554;Erro;Erro;
172.23.73.24;2023-10-09 10:52:38.240588;Erro;Erro;
172.23.73.24;2023-10-09 10:53:23.272550;Erro;Erro;
172.23.73.24;2023-10-09 10:54:06.296569;Erro;Erro;
172.23.73.24;2023-10-09 10:54:20.130630;-20.479298534;-43.934505634
172.23.73.24;2023-10-09 10:54:30.878657;-20.479298541;-43.934505269
172.23.73.24;2023-10-09 10:54:53.384868;Erro;Erro;
172.23.73.24;2023-10-09 10:54:56.565463;-20.478891066;-43.935044861
172.23.73.24;2023-10-09 10:55:42.913091;-20.478631119;-43.937963442
172.23.73.24;2023-10-09 10:56:26.921346;-20.476441254;-43.939688801
172.23.73.24;2023-10-09 10:57:13.187083;-20.474427365;-43.939435480
172.23.73.24;2023-10-09 10:57:55.957358;-20.471876832;-43.939352142
172.23.73.24;2023-10-09 10:58:42.469404;-20.470773942;-43.941180244
172.23.73.24;2023-10-09 10:59:25.961381;-20.470433499;-43.941781864
172.23.73.24;2023-10-09 11:00:12.913410;-20.470437993;-43.941797518
172.23.73.24;2023-10-09 11:00:55.957595;-20.470758370;-43.940832960
